,Unnamed: 0,Stkcd,SP_TTM,EP_TTM,EP_LYR,CashFlowYiled_LYR,CashFlowYiled_TTM,FreeCashFlowYield_TTM,BP_LR,Sales2EV,SaleEarnings_SQ_YoY,Earnings_SQ_YoY,Sales_SQ_YoY,ROE_LR,ROA_LR,CurrentRatio,AssetTurnover,Momentum_1M,Momentum_12M,MACrossover,jlr,yylr,yysr,LTD2Equity_LR,Momentum_24M,PD,BZC,y
173,273,2408,5.9956,0.017760155,0.017760155,0.000168939,-0.008869612,-0.055291332,0.525823254,0.487573887,260.1429,124.3379,-11.7555,3.3219,3.6539,1.124590862,0.60110269,0.065652522,-0.185434517,-0.186463786,-51.8554,-70.005,-0.4618,0.038851829,-0.158659924,-1.242208235,0.010123245,-1.0
174,274,2410,1.3999,0.014413212,0.014413212,0.010383515,0.015990467,0.011014398,0.153897124,0.098184732,-34.3095,-23.7059,0.0738,8.8341,8.4096,5.583836203,0.511556639,-0.053617907,-0.188392857,-0.231348178,105.8975,169.0779,82.9904,0.001087062,-0.360534647,-0.348565971,0.920114385,1.0
175,277,2419,22.1252,0.120678796,0.120678796,0.124263847,0.061662748,-0.000843684,0.551002095,3.493287126,457.7261,434.1151,-5.3098,21.9257,12.6219,1.070334005,1.275138701,0.106557377,-0.006622517,-0.125509011,5613.1405,1317.6346,23.691,0.04062485,0.196808511,-1.965060554,-0.434706119,1.0
176,281,2431,8.9715,-0.012546594,-0.012546594,-0.041364343,-0.029970861,-0.03137068,0.256924612,0.27886011,-218.2159,-232.778,-18.252,-5.0912,-0.7417,2.058020103,0.403548282,0.092833876,0.271435339,-0.169507257,-191.83,-168.8295,58.0925,0.759072502,0.395010395,0.855213658,2.15494574,-1.0
177,282,2437,3.0931,0.036455351,0.036455351,0.035883207,0.042049608,0.027579948,0.174564753,0.117817853,17.6719,26.5817,44.7828,19.823,13.9556,0.516466209,0.272334476,-0.016579974,0.273684211,-0.041895334,2.8719,-7.6998,16.6156,0.246898064,0.28559286,0.560895748,0.112561513,-1.0
178,283,2439,1.6183,0.013954591,0.013954591,0.022813694,0.015091758,0.010432665,0.092523,0.07659185,7.286,4.2802,11.9952,14.4321,11.2806,2.01097265,0.475180477,-0.012345679,0.219512195,-0.098223848,454.4428,792.5784,86.1566,0.033139648,0.315789474,1.032777228,1.599479684,-1.0
179,286,2450,4.2388,0.023736415,0.023736415,0.015316115,0.008907975,0.005281878,0.155075987,0.11943236,19.5663,27.8487,44.2915,15.3557,13.5102,1.928171925,0.331282956,0.077793494,0.315153607,-0.029059339,4.0636,-2.3386,17.2782,0.201263531,0.346289753,0.123955366,-0.539612455,-1.0
180,287,2456,19.2673,0.012557098,0.012557098,0.0153504,0.015134093,-0.015502082,0.158517484,0.512222518,3.4655,-32.5163,-5.3638,7.9216,4.9461,1.38642079,1.235833778,0.206534422,0.636075949,-0.161064325,70.3049,109.2974,15.3597,0.386278259,0.293038766,-0.400045704,0.892836902,1.0
181,288,2461,5.375,0.011448285,0.011448285,0.084999768,0.133589125,0.07749629,0.39922298,0.36853626,-3.5702,107.5364,-4.0599,2.4519,1.6722,1.044413304,0.563751694,0.111353712,0.192037471,-0.208635012,-76.7366,-133.5823,-43.1095,0.437660838,0.034552846,0.230749108,0.28847199,1.0
182,291,2466,5.9175,0.011310527,0.011310527,0.017518574,0.01354857,0.010704393,0.081607453,0.039390719,-4.7149,15.8435,7.2452,8.0673,8.9121,1.040080362,0.203717819,-0.096017983,2.484773459,0.32778396,366.591,46.582,1.5857,0.585684487,1.468865111,0.799587872,2.197093587,-1.0
183,292,2470,10.3685,0.044145373,0.044145373,0.089532791,0.022341637,-0.001717856,0.319038561,0.684767264,-143.2623,-81.5639,-37.8541,13.8422,11.3456,1.82799833,1.379565695,0.087700535,-0.243866171,-0.141838196,-97.8345,-103.6416,-76.864,0.056283475,-0.138135593,-1.225047076,-0.785630117,-1.0
184,293,2475,6.8228,0.029369482,0.029369482,0.012649915,0.006841803,-0.02031577,0.143458553,0.232174663,116.5407,124.9509,44.6683,19.5117,12.5603,1.27493309,0.734801155,-0.07256894,0.154263006,-0.077542264,48.1202,26.5421,23.1674,0.033230509,-0.051928783,-0.454034007,-0.916435217,-1.0
185,294,2477,2.2584,0.013693121,0.013693121,-0.016255908,-0.005568135,-0.111659315,0.261471339,0.141343212,198.0664,220.0295,113.8317,5.0166,4.9121,1.542905518,0.231809262,0.045117429,0.930365297,-0.177960985,37.0478,60.9626,45.4466,0.382870258,0.551376147,0.595562768,0.491606745,-1.0
186,295,2479,4.5338,0.022039507,0.022039507,0.021388408,0.022839099,-0.003808613,0.258207198,0.345572944,-24.4471,-14.1295,-36.6423,6.6428,7.7769,1.023024932,0.723857116,-0.161976235,0.475770925,-0.082058348,-19.0647,-33.3898,-8.6234,0.167534942,0.519274376,-0.067155859,0.241141213,1.0
187,296,2482,17.1695,0.020830989,0.020830989,-0.05465273,0.009049135,0.005649231,0.387238938,0.680407971,-84.8373,-85.4724,-27.4103,4.8267,4.0583,1.91238833,0.676765077,0.1121673,0.933245208,-0.07060896,-67.9391,-65.3819,20.5098,0.227901368,0.803329223,-0.048698755,0.417002407,-1.0
188,297,2489,1.5606,0.03268287,0.03268287,-0.002809515,-0.006196274,-0.014298678,0.21206198,0.230894016,-48.2213,-36.8662,11.7871,15.9011,10.903,1.536121721,0.584364722,-0.095158598,-0.202354673,-0.628335496,266.1623,240.5432,402.1514,0.002133825,-0.216763006,0.660394666,1.296499868,-1.0
189,299,2498,4.3341,0.023799764,0.023799764,0.000111435,0.036136395,0.030194844,0.282144081,0.339971066,103.3715,139.397,1.4186,8.4354,7.1389,2.183001022,0.748393421,-0.089351285,-0.089351285,-0.408239746,55.0586,51.9938,15.9656,0.000347104,-0.163104612,0.963119185,0.614270453,-1.0
190,300,2500,1.3974,0.038591594,0.038591594,0.094341028,0.236520822,0.234087371,0.327901422,0.185687965,8.6278,-0.1178,62.7086,11.4313,,#DIV/0!,0.07304968,0.017356475,-0.0475,-0.119299702,404.2381,393.0125,135.32,0.0,0.838359469,0.141709677,0.761694348,1.0
191,302,2505,0.4158,0.000256016,0.000256016,0.003254106,-0.009754816,-0.02519906,0.299317836,0.066114352,-1290.9904,-312.6375,1278.8442,0.052,0.698,3.582999855,0.14426557,0.234011628,0.166208791,-0.102208134,-377.7852,-1206.6809,9.1601,0.125791165,-0.438863186,0.165521234,0.399679173,-1.0
192,304,2551,3.5508,0.014109681,0.014109681,0.019800906,0.005198086,-0.002429404,0.132602698,0.143519586,72.3276,8.7542,63.3082,9.3359,7.2594,1.739319717,0.530582924,0.129883482,0.614593536,-0.122400234,-59.6207,-6.7067,129.7238,0.117538725,0.298031496,0.387746933,1.110152228,-1.0
193,305,2568,3.9341,0.025398377,0.025398377,0.019462463,0.036569261,0.011724718,0.050590165,0.092173291,-452.9618,-417.9254,-60.2587,50.2042,51.5412,1.095680291,0.968697235,-0.029772727,0.048379175,-0.496190321,-327.7896,-379.8857,-70.0798,0.008202725,0.264514218,0.731539507,0.81479777,-1.0
194,307,2588,10.693,0.043091075,0.043091075,0.011000508,0.011854526,-0.036968752,0.252052806,0.450759251,-59.0207,1.8156,-42.6111,17.0452,12.7465,1.521436704,0.988075807,0.044301766,-0.164826701,-0.003422983,-60.695,-84.9646,-69.7497,0.061776416,0.171407994,0.252232967,-0.530331745,-1.0
195,308,2594,25.4695,0.021572496,0.021572496,0.026411212,0.024772994,-0.059711677,0.221997261,0.414279923,756.9397,686.2876,77.1794,8.7428,5.0202,0.823045892,0.546063348,0.02744097,0.688073394,0.032700461,-38.6751,-50.0669,86.358,0.413272529,0.299959629,0.957648448,-0.512766507,1.0
196,309,2595,2.6003,0.038573627,0.038573627,0.033180577,0.032638712,0.025215995,0.180259743,0.126350473,12.1547,12.2314,22.3509,21.4338,23.3482,3.650641478,0.590430388,0.012946429,-0.085080645,-0.061179321,-29.9199,-31.5216,-1.8529,0.010575393,-0.182047585,-0.032112994,-1.61115652,1.0
197,310,2603,2.7425,0.023460648,0.023460648,0.007249066,-0.001919622,-0.028218219,0.264704596,0.172264871,37.6163,51.1523,3.4096,8.9395,9.2518,3.28278623,0.541336401,-0.041754757,-0.378257888,-0.183139109,-9.4762,-4.1806,-3.1702,0.035745281,-0.424627103,-0.033352019,-0.528088339,1.0
198,311,2635,2.7802,0.02440354,0.02440354,0.018951806,0.011942155,-0.00128908,0.187467758,0.09133689,263.4365,262.0926,131.4857,13.2245,14.4779,2.596552536,0.349935837,0.0859375,0.030774935,0.088913985,11.0224,3.5081,9.6744,0.030073435,-0.200460167,0.289459487,0.70145833,1.0
199,312,2642,3.8727,0.013978746,0.013978746,0.001969639,0.000472958,-0.032247294,0.230360824,0.107365871,33.2771,30.83,6.1439,5.8434,6.6756,3.208852548,0.331790339,0.127800507,1.068977841,-0.072813269,761.1118,760.7895,77.4516,0.071249288,0.943922095,0.691622323,1.790302475,-1.0
200,314,2648,5.6672,-0.057634462,-0.057634462,0.165530301,-0.054014713,-0.076657663,0.413426914,0.603838109,3.9759,-8.6927,-29.5282,-13.9353,-3.6413,0.701544376,0.642773248,0.119047619,-0.10661157,-0.173450425,-90.3374,-78.6446,-8.3577,0.192074635,-0.310586735,-0.132044124,0.813063734,1.0
201,316,2657,3.7751,0.009740624,0.009740624,0.022490541,0.036395905,0.034028559,0.099687698,0.073588412,114.5403,41.6965,19.8844,9.7055,7.5952,1.970020794,0.462201511,-0.058608921,0.684354601,-0.09252608,123.6384,154.0035,170.9757,0.157645258,0.691478114,0.864396942,1.783926317,-1.0
202,317,2663,1.6996,0.015864914,0.015864914,-0.031910208,-0.041731573,-0.044170918,0.337807706,0.224919472,-101.3673,-90.7419,-28.3445,4.7028,3.9757,3.673896729,0.425502526,0.0,-0.448611111,-0.317154068,-69.6342,-105.5266,5.3653,0.177547101,-0.420860686,-0.019533526,0.83012989,1.0
203,318,2665,1.6414,0.008645858,0.008645858,0.005270643,0.002297055,-0.017867684,0.146265093,0.065752439,8.8036,-12.2753,20.445,6.1613,6.3408,2.049934726,0.245481958,-0.09334126,-0.220546895,0.011493736,713.3576,857.9095,424.0797,0.160421729,-0.334061135,0.940306627,0.192669048,-1.0
204,319,2672,2.6649,0.025169404,0.025169404,0.01488463,0.000802395,-0.030295414,0.179906685,0.151264535,-16.251,60.0645,-2.0521,12.0783,8.7508,0.895884056,0.346606311,-0.004442251,-0.419401267,-0.310365911,-17.1208,-55.5105,3.1988,0.317059494,-0.406764706,-0.083452638,-0.014809276,1.0
205,322,2681,2.2696,0.016288093,0.016288093,0.012892205,0.011931993,-0.0088454,0.137672439,0.0798472,185.7089,163.3514,73.6818,11.8078,15.0632,2.829963416,0.448748752,0.027027027,0.594308646,-0.182110454,0.2304,-2.0255,-4.5183,0.048289343,0.385542169,-0.320627961,1.279013159,-1.0
206,323,2698,0.9588,0.015211082,0.015211082,0.005411273,0.009562639,0.007069093,0.151532373,0.056645526,42.6733,26.2301,39.7148,10.127,9.662,6.611473017,0.318175142,-0.010124873,0.197142857,-0.30640121,3.5775,-33.8121,6.1626,0.019636437,0.144808743,0.588033972,1.026481059,-1.0
207,324,2701,6.1932,0.04265525,0.04265525,0.049934653,0.031757582,-0.018530079,0.183680163,0.252664636,7.0849,0.8747,28.787,23.3215,17.4408,1.554210066,0.579845641,0.032894737,0.380556913,-0.016612272,-57.9727,-54.888,-15.9851,0.605774638,0.230836237,-0.596095776,-0.892493434,-1.0
208,325,2714,5.4778,0.023279464,0.023279464,0.03576418,0.02083211,-0.049455554,0.137602235,0.104312919,586.2811,308.8506,22.7911,16.9179,12.7858,0.870297619,0.375131877,-0.136330275,0.069772727,-0.12271418,36.4781,23.5805,28.7031,0.186573386,-0.068474174,0.714219786,0.556032846,-1.0
209,326,2727,18.6463,0.030595877,0.030595877,0.016405514,0.005094356,-0.012042588,0.200739283,0.471431614,2.7869,33.1873,20.1475,15.2416,11.1375,1.580393465,1.159420881,-0.09640625,0.406713695,-0.129725077,22.862,21.3871,3.4843,0.002808718,0.221330517,-0.00603969,0.205426898,-1.0
210,328,2739,11.3387,0.014833613,0.014833613,0.026085417,0.017308404,0.003595912,0.113745462,0.079777438,137.1402,98.3043,76.2083,13.0174,15.4104,1.965021212,0.410754889,0.208459215,,-0.329823528,-20.0822,-35.4809,28.7032,0.419129392,,1.726596378,1.085171658,-1.0
211,329,2745,9.455,0.013363664,0.013363664,0.022853701,0.015521145,-0.017132568,0.130307715,0.249815659,-127.1775,-94.3334,-19.2795,10.1724,5.2155,0.900016372,0.547369755,0.032022189,,-0.089612324,-71.2606,-205.0875,12.1607,0.086431837,,-0.510538474,0.70696806,1.0
212,331,300003,2.7196,0.018427073,0.018427073,0.013494654,0.011234109,0.006141722,0.148621485,0.07154223,29.8151,6.6592,78.7276,10.8363,12.7464,1.90495546,0.285684488,-0.063106796,0.621848739,-0.044595557,-16.5142,-3.9117,23.4547,0.08084235,0.594382487,1.874563721,-0.425432076,-1.0
213,332,300015,2.7889,0.012381305,0.012381305,0.014808514,0.013606836,0.006210573,0.067932939,0.078918458,36.2212,16.3417,28.3972,17.8694,18.6558,2.543706146,0.84134077,-0.007854226,0.146279492,-0.052834374,-60.5184,-52.5755,-26.7222,0.074299068,0.186326071,0.920131098,-1.039089661,1.0
214,333,300017,3.25,0.01571567,0.01571567,0.013602023,0.012154573,0.00495832,0.047420384,0.043702508,37.2043,53.3782,69.4104,33.2129,31.4869,3.8885977,0.648349931,-0.032419355,0.244605809,0.100988354,16.061,35.8773,18.7943,0.109736817,0.072782546,0.863665001,-0.280765386,1.0
215,334,300024,2.5597,0.010917384,0.010917384,-0.003228262,-0.000119182,-0.007132397,0.141562797,0.0490594,-11.4472,22.4095,4.9498,7.5648,9.6699,6.208132238,0.255318419,-0.07282079,0.739020056,-0.068796288,120.4904,6.2218,61.8666,0.082804724,0.938862157,0.685200822,0.626713006,-1.0
216,335,300026,3.3742,0.029271512,0.029271512,0.006604933,0.006268433,-0.005923814,0.287634895,0.181264917,-3.1041,-6.3535,18.9774,10.1514,12.7961,3.190702308,0.475185323,0.102979613,-0.124481328,-0.118944533,-41.7295,-39.2539,14.9519,0.007979776,-0.264552109,-1.686785308,-0.545934189,1.0
217,336,300027,2.3033,0.035329104,0.035329104,0.015282056,-0.002094701,-0.005133412,0.288110077,0.09987504,-20.0795,-17.996,31.3972,9.8256,11.5389,1.228249913,0.178733541,0.089858119,0.572999621,-0.019292935,194.6106,193.6395,168.6664,0.120960759,0.765106383,-1.470702152,-0.248804238,-1.0
218,341,300059,1.1661,0.027226961,0.027226961,0.008062318,0.074739425,0.071856424,0.120326353,0.035284864,220.7953,261.9629,84.7394,22.6283,13.7894,1.313249025,0.083503036,-0.082525128,0.860872675,-0.06842617,-13.9361,-25.4962,-28.5024,0.063920038,2.262068966,1.568337487,1.32295025,-1.0
219,342,300070,2.8539,0.025208682,0.025208682,0.023510214,0.007788928,-0.048571915,0.234793358,0.065553923,39.3547,40.2501,62.9321,10.0314,12.0405,2.679280583,0.190806598,0.034986006,0.487643678,-0.012691594,926.9224,791.2742,443.4372,0.074353216,0.662491972,0.498091323,-0.417329693,-1.0
220,343,300072,6.398,0.015495659,0.015495659,0.001155507,0.003876628,-0.001143268,0.089360357,0.08394485,95.7914,94.8382,67.8465,17.4716,15.6884,1.906874695,0.413642628,-0.038494198,0.404880066,-0.045021076,27.0202,24.4856,15.2679,0.216301386,0.357713829,-0.280247287,-0.40173827,1.0
221,344,300085,0.7013,0.00471977,0.00471977,0.002005505,0.000804195,-0.000321486,0.054274878,0.022407175,3.7239,32.2509,82.8753,8.1098,7.1546,2.58682514,0.312898879,0.025688073,0.535714286,-0.187317867,1.3912,-23.9097,21.6527,0.007266229,1.353684211,1.126693838,2.266497729,-1.0
222,345,300088,2.3866,0.013244958,0.013244958,0.021755246,0.013309386,-0.000298186,0.193797379,0.154823575,721.5558,2261.4509,59.4789,6.7541,7.4221,2.359623904,0.5690598,-0.027720028,-0.093083387,-0.403130619,-5.8728,-17.7144,-35.2706,0.072732592,-0.205998868,0.811801842,1.388734339,1.0
223,348,300122,1.0063,0.006946858,0.006946858,0.007863467,0.005778052,-0.002165186,0.086895721,0.029069841,189.0876,232.5813,-29.6064,7.9945,7.5245,10.83704248,0.300211719,0.104097117,0.826305221,0.071637005,-29.5306,-34.5894,-7.6943,0.03521904,0.303475457,1.181866822,1.34363861,-1.0
224,349,300124,2.9134,0.027877581,0.027877581,0.026802565,0.024636097,0.017696098,0.135706361,0.080962511,5.8344,13.0205,38.55,19.9345,16.2009,2.967648227,0.389251645,0.076887976,0.616992121,-0.053747544,-11.0616,-8.9135,18.4034,0.020158346,0.581769437,-0.235389837,-0.08052155,-1.0
225,350,300133,2.1136,0.020883519,0.020883519,-0.025881275,-0.007841974,-0.008250191,0.24690247,0.093927041,274.533,164.3215,96.1185,8.048,9.8562,3.395674183,0.254318858,-0.054285714,0.187799043,-0.034593564,4356.3979,711.3713,221.7448,0.065467801,0.021604938,0.892840844,0.948765814,-1.0
226,351,300134,3.2296,0.004960879,0.004960879,0.007149692,0.026018516,0.005964004,0.127749326,0.107451488,-39.3164,-41.1831,1.825,3.8119,3.2577,0.877816967,0.484742404,0.311546841,-0.187145558,-0.103798155,82.5982,-20.9247,0.5831,0.081087291,-0.294255569,0.947995935,2.405722156,1.0
227,353,300146,2.6701,0.033975403,0.033975403,0.034772438,0.034177669,0.019414947,0.249856873,0.115488426,411.007,80.4406,51.7056,13.9302,18.076,9.364314141,0.396268418,0.186806412,0.480769231,-0.070180651,-73.1999,-71.6335,-19.5698,0.003673384,0.322115385,0.642052874,-0.253775706,-1.0
228,354,300147,2.3126,0.021727922,0.021727922,0.017228618,0.017486924,-0.012355435,0.367187213,0.16690661,-48.2841,-17.1178,-1.4998,5.2029,6.0253,3.773246441,0.328838313,0.093094406,0.49940048,-0.11904413,-30.3502,-55.1263,9.8571,0.159100349,0.17088015,-0.301722847,0.524513307,-1.0
229,355,300182,2.4308,0.017321536,0.017321536,0.004084264,0.006321626,0.003966785,0.138853196,0.045754974,58.438,55.0602,92.4085,12.4018,14.7406,2.02616666,0.228599133,-0.004975124,0.340782123,-0.307460503,85.6606,62.2367,48.9668,0.02754879,0.02960103,0.531686688,0.721688687,-1.0
230,358,300244,5.6456,0.01017107,0.01017107,0.00746887,0.009075965,0.000264844,0.052730272,0.087335779,45.6582,57.5615,63.0156,18.8583,13.4889,1.00283615,0.664472453,-0.067828418,0.582972911,-0.115264376,39.3509,2.5946,11.2438,0.099271732,0.658082976,0.562012799,0.801614629,-1.0
231,359,300251,0.9075,0.013210516,0.013210516,0.012612304,-0.009257081,-0.010773629,0.217907403,0.043985992,31.0793,51.3572,19.5889,5.8511,7.2013,3.765557697,0.162550667,0.017467249,0.281302876,-0.03117795,116.3338,92.7674,62.1724,0.034843245,0.503225806,-0.016936133,1.17838411,-1.0
232,360,300253,1.1107,0.009135773,0.009135773,0.004495153,0.000456057,-0.012847734,0.057318824,0.034637938,24.0121,28.4544,50.2889,15.0515,10.4445,1.491819204,0.349895443,-0.042305054,-0.401457768,-0.147904823,138.5172,351.3879,83.2402,0.073597014,-0.000477327,0.641996473,1.453598536,-1.0
233,361,300257,2.2603,0.013768439,0.013768439,0.00111296,0.005617628,-0.004248282,0.256905493,0.166831369,-79.917,-89.0857,-31.1686,5.2832,3.9813,3.535575987,0.458986309,0.287025448,-0.123579545,-0.199249297,-83.9811,-65.5938,1.4697,0.008849041,-0.170698925,-0.31098352,1.073780524,-1.0
234,362,300267,1.5814,0.020810596,0.020810596,0.018030121,0.008280196,-0.011541938,0.145353314,0.053783462,76.6968,88.997,34.8995,14.4509,18.9927,6.161519078,0.300358841,0.142080218,-0.14893617,-0.0164734,24.147,25.4203,17.6538,0.012247642,-0.046538025,0.560034528,0.060973136,-1.0
235,363,300273,1.2487,0.006834425,0.006834425,-0.050597454,-0.006190701,-0.007101857,0.144360093,0.061744875,-231.684,-238.0197,-11.8493,4.6545,4.7378,3.311442139,0.263760484,-0.029712163,-0.097192225,-0.16341323,-292.646,-434.6632,-11.0229,0.320309274,-0.071936057,0.261986994,0.825034126,1.0
236,365,300291,1.9995,0.016632658,0.016632658,-0.008905466,-0.013832815,-0.017995115,0.239970442,0.090050311,-42.724,-26.562,-13.9776,6.8879,6.6639,3.102301252,0.301559446,-0.038097811,0.172981878,-0.135925063,-44.9862,-57.2442,-28.8403,1.83805e-05,-0.017388904,0.178126696,1.574982836,-1.0
237,367,600000,7.2286,0.143141738,0.143141738,1.007159604,1.213225661,1.178605777,0.88463991,0.378474984,10.545,10.8997,13.4998,17.42,,#DIV/0!,0.026730688,-0.020375335,0.164435946,0.040728207,1.296,3.242,-0.0343,0.0,0.87192623,0.795834025,-2.140365136,1.0
238,368,600004,4.8871,0.079894229,0.079894229,0.107329428,0.127196405,-0.06818677,0.590697609,0.37341613,-13.7464,-8.2697,-1.6884,13.0921,14.5413,0.934296607,0.456006942,0.073152338,0.301921317,-0.061077437,5.6025,11.5923,0.0487,0.01912848,0.756790123,-1.293136239,-1.839076125,1.0
239,370,600006,8.1555,0.018384598,0.018384598,0.02363401,-0.038047818,-0.088619018,0.410154377,1.253463126,110.7002,66.1488,19.2946,5.3892,1.4321,1.229486521,0.806754508,0.002262443,0.48907563,-0.076747001,-121.832,1847.0776,43.0879,0.19672318,0.869198312,-0.271900622,0.430666176,1.0
240,371,600008,2.3322,0.033142949,0.033142949,0.047571197,0.015833791,-0.100742119,0.403347821,0.18689979,-22.8619,-26.746,10.5759,6.2824,4.5046,1.224765596,0.15560434,-0.033206831,-0.136440678,-0.11849227,992.4084,10692.5596,307.271,1.503527458,0.299744898,-1.031912783,-0.58550259,-1.0
241,372,600009,3.1637,0.050764556,0.050764556,0.060658569,0.055570226,0.038341962,0.38428975,0.135579926,13.3535,15.4981,5.9651,12.4581,13.1338,4.769956327,0.237772387,0.032167832,0.504587156,0.007734318,-2.886,-2.6089,-3.7272,0.123170317,1.006798097,0.660552499,-2.030975834,1.0
242,376,600016,4.0356,0.142438009,0.142438009,0.681931585,0.610991265,0.588302722,0.912442945,0.44602223,-6.5135,-2.1875,7.5999,15.3082,,#DIV/0!,0.032570706,0.117033604,-0.113970588,-0.048799681,-32.4994,-36.9608,-2.5797,0.0,0.535031847,1.834803493,-2.261848311,1.0
243,377,600017,1.519,0.030063786,0.030063786,0.092425703,0.101103763,-0.009066668,0.818579314,0.291587495,-270.512,-175.8858,-11.5978,3.0447,3.826,0.880450296,0.251231678,-0.099173554,0.406451613,-0.032172443,-119.6188,-127.3875,-1.1319,0.429187201,0.868571429,-0.982187573,-0.389524845,-1.0
244,383,600026,2.9416,0.020075296,0.020075296,0.224275162,0.172436365,0.089450823,1.115536684,0.224702032,176.1649,-208.3441,22.1017,1.5165,2.4449,0.64520484,0.173455197,-0.166064982,0.015384615,-0.008014641,-168.0154,-81.32,1.766,1.238810978,0.714285714,-1.454689998,-0.145848293,-1.0
245,385,600028,20.7325,0.074240259,0.074240259,0.284002473,0.26988439,0.094060041,1.156730574,3.534520849,252.8457,287.4494,-32.1316,4.7688,4.1481,0.718492917,1.739348319,0.010183299,-0.235747304,-0.154251469,119.5408,116.6007,-2.9063,0.288529251,-0.067669173,-0.71794164,-2.675257839,1.0
246,389,600036,7.3648,0.129315946,0.129315946,0.892493553,0.411605313,0.391369188,0.804198164,0.413990229,-17.3245,-8.8648,10.8017,15.9909,,#DIV/0!,0.033924885,0.045930233,0.084388186,-0.002699929,-40.8849,-47.8654,-13.1352,0.0,0.701986755,2.17592008,-2.651095404,1.0
247,393,600050,13.2,0.117486263,0.117486263,1.004723663,0.996333346,-0.049658047,0.88592348,2.546345976,-301.2927,59.9436,-6.0657,4.4122,3.0898,0.176694291,0.454716763,-0.006430868,0.248484848,-0.094313356,102.1803,-400.0523,-3.1118,0.547449496,0.731092437,-1.011808656,-1.563195944,-1.0
248,394,600056,18.3969,0.035004137,0.035004137,0.049783857,0.039135244,0.032895092,0.262996828,0.95860907,-4.9011,-6.6208,20.4142,11.3781,6.5916,1.640077648,1.152789355,0.095520422,0.013406459,-0.095955381,-18.325,-19.3704,22.9923,0.369847268,0.281201849,-0.824092114,-0.565763453,1.0
249,396,600059,1.7154,0.016204848,0.016204848,0.006862054,0.006387584,-0.006269062,0.457373455,0.175055058,-80.7382,-57.1471,-0.1819,3.5338,4.1094,4.845652566,0.314809983,0.097902098,0.229306488,-0.107800137,216.3144,44.4808,67.0996,0.00317193,0.276422764,-1.37003101,-0.9608208,1.0
250,398,600062,7.3929,0.045049849,0.045049849,0.047524875,0.051328984,0.039912039,0.413801393,0.297551501,-20.1546,-23.6949,5.8814,10.8253,10.9364,3.404436531,0.54443079,0.056018519,0.125863771,-0.09639701,140.12,139.8629,109.0622,0.036836782,0.227003765,0.051705261,-1.20971493,1.0
251,399,600064,4.195,0.066421575,0.066421575,0.129612706,0.131739449,0.128739299,0.67830678,0.229263432,-57.4206,-54.72,8.8763,9.428,5.8853,1.055799515,0.143427564,0.038356164,0.053362979,-0.080384051,-26.6858,-17.0648,78.789,0.238564868,0.467854376,-0.824855663,-0.822427053,1.0
252,400,600066,12.0934,0.073094284,0.073094284,0.122440285,0.072064363,0.045532998,0.26201675,0.618815599,27.9487,34.0184,15.5962,27.4888,15.1624,1.40853829,0.888348839,0.066888046,0.007165249,-0.026255252,78.3894,71.4781,43.7843,0.068640521,0.235035695,-2.326137187,-1.776795249,1.0
253,402,600068,15.1489,0.087975958,0.087975958,-0.121774907,-0.004691182,-0.099704225,0.51895605,1.356368534,1.9067,25.1675,53.2553,13.2558,4.8605,1.141033782,0.54656135,0.031454784,-0.156484459,-0.161368618,70.9055,40.8561,66.4534,1.471692933,0.813364055,-0.681727044,-0.989241349,1.0
254,403,600073,10.8093,0.019264906,0.019264906,0.02031923,0.023907492,0.015455547,0.251793774,1.009705863,187.5873,362.6117,-3.711,5.5088,4.7949,1.228696324,1.318139251,0.134723336,0.508528785,-0.008377035,106.8248,199.0651,2.9195,0.101189538,0.58988764,-0.559899872,0.131413878,1.0
255,404,600074,0.3815,0.009820283,0.009820283,-0.003889895,-0.001172717,-0.001919595,0.038190814,0.02316609,36.5575,25.6825,98.75,25.7137,24.9752,1.695009077,0.322373235,0.06121134,1.825042882,-0.13850299,100.4508,102.3496,100.9374,0.0,1.487915408,0.023435547,1.170192869,1.0
256,405,600079,6.3858,0.032811368,0.032811368,0.011968067,0.00735684,-0.024508513,0.303064899,0.32255442,22.8309,52.005,55.4317,8.2963,8.4639,1.313043034,0.452434616,0.189738108,-0.132163743,-0.263532357,25.4074,3.9083,27.097,0.237040348,-0.228690229,0.432028542,-0.326844418,1.0
257,406,600085,7.4044,0.034272316,0.034272316,0.019473628,0.018510986,0.005825453,0.166506543,0.266025323,22.3191,18.5521,17.2807,12.2954,12.765,3.44137768,0.708161866,0.677698383,0.988854213,-0.036691579,12.6585,8.315,25.4128,0.022364,1.380469584,1.421112246,-0.351099865,-1.0
258,410,600094,3.1377,0.026677697,0.026677697,-0.279870702,-0.244862827,-0.246793817,0.207951721,0.221413145,-43.2666,-36.2721,-64.3599,9.156,3.7828,1.852816634,0.173034512,-0.071678322,0.329161452,-0.295739987,123.0791,62.2384,-14.4128,1.55979289,0.295121951,0.457237245,0.832611457,1.0
259,412,600104,56.9773,0.168426336,0.168426336,0.109243837,0.124437791,0.059600268,0.736046177,3.015808023,29.16,10.5759,21.0969,17.0125,9.8082,1.047591798,1.2278521,0.109252483,-0.011644155,-0.074468445,14.5972,-2.9737,27.6167,0.245793941,0.16083151,2.422540381,-1.630380132,1.0
